name	indName	averagePayroll
cook county	Real estate and rental and leasing	556000
cook county	Real estate and rental and leasing	1607000
cook county	Real estate and rental and leasing	3529024000
cook county	Retail trade	10358000
cook county	Retail trade	16933000
cook county	Retail trade	6933550000
cook county	Transportation and warehousing	633000
cook county	Transportation and warehousing	2094000
cook county	Transportation and warehousing	7774449000
cook county	Utilities	874609000
cook county	Wholesale trade	718000
cook county	Wholesale trade	3722000
cook county	Wholesale trade	9771954000
cooke county	Accommodation and food services	29114000
cooke county	Administrative and support and waste management and remediation services	8845000
cooke county	Agriculture, forestry, fishing and hunting	1649000
cooke county	Arts, entertainment, and recreation	2428000
cooke county	Construction	20487000
cooke county	Educational services	174000
cooke county	Finance and insurance	28923000
cooke county	Health care and social assistance	46481000
cooke county	Information	6313000
cooke county	Management of companies and enterprises	5614000
cooke county	Manufacturing	184461000
cooke county	Mining, quarrying, and oil and gas extraction	81797000
cooke county	Other services (except public administration)	16362000
cooke county	Professional, scientific, and technical services	12986000
cooke county	Real estate and rental and leasing	5543000
cooke county	Retail trade	55890000
cooke county	Transportation and warehousing	94550000
cooke county	Utilities	7495000
cooke county	Wholesale trade	37670000
cooper county	Accommodation and food services	13964000
cooper county	Administrative and support and waste management and remediation services	2010000
cooper county	Arts, entertainment, and recreation	698000
cooper county	Construction	15174000
cooper county	Finance and insurance	5331000
cooper county	Health care and social assistance	28781000
cooper county	Information	1984000
cooper county	Manufacturing	13238000
cooper county	Other services (except public administration)	5096000
cooper county	Professional, scientific, and technical services	2548000
cooper county	Real estate and rental and leasing	668000
cooper county	Retail trade	19430000
cooper county	Transportation and warehousing	4720000
cooper county	Utilities	1617000
cooper county	Wholesale trade	6751000
coos county	Accommodation and food services	41572000
coos county	Accommodation and food services	49567000
coos county	Administrative and support and waste management and remediation services	5282000
coos county	Administrative and support and waste management and remediation services	64082000
coos county	Agriculture, forestry, fishing and hunting	7578000
coos county	Agriculture, forestry, fishing and hunting	37057000
coos county	Arts, entertainment, and recreation	6069000
coos county	Arts, entertainment, and recreation	24642000
coos county	Construction	11270000
coos county	Construction	52059000
coos county	Educational services	1598000
coos county	Educational services	4757000
coos county	Finance and insurance	14881000
coos county	Finance and insurance	22106000
coos county	Health care and social assistance	100518000
coos county	Health care and social assistance	216085000
coos county	Industries not classified	35000
coos county	Information	3799000
coos county	Information	10788000
coos county	Management of companies and enterprises	1314000
coos county	Management of companies and enterprises	3314000
coos county	Manufacturing	31447000
coos county	Manufacturing	64023000
coos county	Mining, quarrying, and oil and gas extraction	3247000
coos county	Other services (except public administration)	12278000
coos county	Other services (except public administration)	18057000
coos county	Professional, scientific, and technical services	5249000
coos county	Professional, scientific, and technical services	21810000
coos county	Real estate and rental and leasing	6825000
coos county	Real estate and rental and leasing	7524000
coos county	Retail trade	49977000
coos county	Retail trade	86515000
coos county	Transportation and warehousing	11918000
coos county	Transportation and warehousing	48231000
coos county	Utilities	3877000
coos county	Utilities	9766000
coos county	Wholesale trade	11248000
coos county	Wholesale trade	17987000
coosa county	Accommodation and food services	5961000
coosa county	Administrative and support and waste management and remediation services	94000
coosa county	Agriculture, forestry, fishing and hunting	3001000
coosa county	Construction	3164000
coosa county	Finance and insurance	452000
coosa county	Health care and social assistance	3588000
coosa county	Manufacturing	18099000
coosa county	Other services (except public administration)	729000
coosa county	Professional, scientific, and technical services	2128000
coosa county	Real estate and rental and leasing	68000
coosa county	Retail trade	1816000
coosa county	Transportation and warehousing	429000
coosa county	Wholesale trade	1736000
copiah county	Accommodation and food services	5319000
copiah county	Administrative and support and waste management and remediation services	975000
copiah county	Agriculture, forestry, fishing and hunting	1746000
copiah county	Arts, entertainment, and recreation	141000
copiah county	Construction	3500000
copiah county	Educational services	3706000
copiah county	Finance and insurance	5145000
copiah county	Health care and social assistance	24366000
copiah county	Information	1821000
copiah county	Management of companies and enterprises	583000
copiah county	Manufacturing	83980000
copiah county	Mining, quarrying, and oil and gas extraction	3966000
copiah county	Other services (except public administration)	4788000
copiah county	Professional, scientific, and technical services	3555000
copiah county	Real estate and rental and leasing	833000
copiah county	Retail trade	19115000
copiah county	Transportation and warehousing	18295000
copiah county	Utilities	1546000
copiah county	Wholesale trade	3201000
corson county	Administrative and support and waste management and remediation services	224000
corson county	Construction	56000
corson county	Finance and insurance	694000
corson county	Health care and social assistance	332000
corson county	Other services (except public administration)	59000
corson county	Retail trade	551000
corson county	Wholesale trade	1922000
cortland county	Accommodation and food services	39516000
cortland county	Administrative and support and waste management and remediation services	11183000
cortland county	Agriculture, forestry, fishing and hunting	803000
cortland county	Arts, entertainment, and recreation	4519000
cortland county	Construction	27560000
cortland county	Educational services	1112000
cortland county	Finance and insurance	23255000
cortland county	Health care and social assistance	121758000
cortland county	Information	3942000
cortland county	Management of companies and enterprises	29081000
cortland county	Manufacturing	120588000
cortland county	Mining, quarrying, and oil and gas extraction	129000
cortland county	Other services (except public administration)	19191000
cortland county	Professional, scientific, and technical services	53168000
cortland county	Real estate and rental and leasing	4638000
cortland county	Retail trade	62596000
cortland county	Transportation and warehousing	6189000
cortland county	Wholesale trade	14221000
coryell county	Accommodation and food services	19441000
coryell county	Administrative and support and waste management and remediation services	33026000
coryell county	Arts, entertainment, and recreation	490000
coryell county	Construction	32383000
coryell county	Educational services	1052000
coryell county	Finance and insurance	16702000
coryell county	Health care and social assistance	43393000
coryell county	Industries not classified	153000
coryell county	Information	6607000
coryell county	Manufacturing	22367000
coryell county	Mining, quarrying, and oil and gas extraction	1638000
coryell county	Other services (except public administration)	18799000
coryell county	Professional, scientific, and technical services	32566000
coryell county	Real estate and rental and leasing	5611000
coryell county	Retail trade	52797000
coryell county	Transportation and warehousing	2563000
coryell county	Utilities	699000
coryell county	Wholesale trade	4865000
coshocton county	Accommodation and food services	8055000
coshocton county	Administrative and support and waste management and remediation services	7160000
coshocton county	Agriculture, forestry, fishing and hunting	338000
coshocton county	Arts, entertainment, and recreation	1642000
coshocton county	Construction	13166000
coshocton county	Educational services	1589000
coshocton county	Finance and insurance	8746000
coshocton county	Health care and social assistance	57239000
coshocton county	Information	3074000
coshocton county	Management of companies and enterprises	7418000
coshocton county	Manufacturing	127465000
coshocton county	Mining, quarrying, and oil and gas extraction	3374000
coshocton county	Other services (except public administration)	11528000
coshocton county	Professional, scientific, and technical services	6259000
coshocton county	Real estate and rental and leasing	982000
coshocton county	Retail trade	30223000
coshocton county	Transportation and warehousing	8300000
coshocton county	Utilities	22882000
coshocton county	Wholesale trade	4761000
costilla county	Accommodation and food services	802000
costilla county	Construction	791000
costilla county	Health care and social assistance	830000
costilla county	Manufacturing	3797000
costilla county	Other services (except public administration)	140000
costilla county	Retail trade	1356000
cottle county	Finance and insurance	871000
cottle county	Other services (except public administration)	157000
cottle county	Retail trade	878000
cotton county	Accommodation and food services	25392000
cotton county	Construction	1155000
cotton county	Finance and insurance	1605000
cotton county	Health care and social assistance	3158000
cotton county	Manufacturing	185000
cotton county	Other services (except public administration)	603000
cotton county	Professional, scientific, and technical services	591000
cotton county	Retail trade	2278000
cotton county	Transportation and warehousing	1459000
cotton county	Wholesale trade	756000
cottonwood county	Accommodation and food services	3844000
cottonwood county	Administrative and support and waste management and remediation services	2567000
cottonwood county	Arts, entertainment, and recreation	790000
cottonwood county	Construction	12328000
cottonwood county	Finance and insurance	5186000
cottonwood county	Health care and social assistance	23019000
cottonwood county	Information	1442000
cottonwood county	Manufacturing	42051000
cottonwood county	Other services (except public administration)	4899000
cottonwood county	Professional, scientific, and technical services	3025000
cottonwood county	Real estate and rental and leasing	1108000
cottonwood county	Retail trade	11369000
cottonwood county	Transportation and warehousing	616000
cottonwood county	Utilities	1381000
cottonwood county	Wholesale trade	11389000
covington city	Accommodation and food services	4225000
covington city	Administrative and support and waste management and remediation services	1014000
covington city	Construction	21027000
covington city	Educational services	1222000
covington city	Finance and insurance	5259000
covington city	Health care and social assistance	3530000
covington city	Information	1602000
covington city	Manufacturing	129899000
covington city	Other services (except public administration)	3758000
covington city	Professional, scientific, and technical services	1096000
covington city	Real estate and rental and leasing	895000
covington city	Retail trade	14598000
covington city	Transportation and warehousing	9242000
covington city	Wholesale trade	1094000
covington county	Accommodation and food services	5825000
covington county	Accommodation and food services	13745000
covington county	Administrative and support and waste management and remediation services	249000
covington county	Administrative and support and waste management and remediation services	7952000
covington county	Agriculture, forestry, fishing and hunting	3260000
covington county	Arts, entertainment, and recreation	567000
covington county	Arts, entertainment, and recreation	998000
covington county	Construction	8606000
covington county	Construction	17207000
covington county	Finance and insurance	4405000
covington county	Finance and insurance	15763000
covington county	Health care and social assistance	22605000
covington county	Health care and social assistance	61696000
covington county	Information	1561000
covington county	Information	3552000
covington county	Manufacturing	43661000
covington county	Manufacturing	86403000
covington county	Other services (except public administration)	4079000
covington county	Other services (except public administration)	12253000
covington county	Professional, scientific, and technical services	1627000
covington county	Professional, scientific, and technical services	14848000
covington county	Real estate and rental and leasing	787000
covington county	Real estate and rental and leasing	2743000
covington county	Retail trade	17528000
covington county	Retail trade	45641000
covington county	Transportation and warehousing	15285000
covington county	Transportation and warehousing	17553000
covington county	Utilities	539000
covington county	Utilities	41767000
covington county	Wholesale trade	3743000
covington county	Wholesale trade	20079000
coweta county	Accommodation and food services	80273000
coweta county	Administrative and support and waste management and remediation services	88621000
coweta county	Agriculture, forestry, fishing and hunting	98000
coweta county	Arts, entertainment, and recreation	10623000
coweta county	Construction	78790000
coweta county	Educational services	23472000
coweta county	Finance and insurance	43299000
coweta county	Health care and social assistance	300483000
coweta county	Information	18471000
coweta county	Management of companies and enterprises	12404000
coweta county	Manufacturing	284411000
coweta county	Other services (except public administration)	40302000
coweta county	Professional, scientific, and technical services	84933000
coweta county	Real estate and rental and leasing	21146000
coweta county	Retail trade	175311000
coweta county	Transportation and warehousing	65830000
coweta county	Utilities	28298000
coweta county	Wholesale trade	103191000
cowley county	Accommodation and food services	15715000
cowley county	Administrative and support and waste management and remediation services	7356000
cowley county	Arts, entertainment, and recreation	839000
cowley county	Construction	14038000
cowley county	Educational services	10457000
cowley county	Finance and insurance	15256000
cowley county	Health care and social assistance	61422000
cowley county	Information	6012000
cowley county	Manufacturing	242966000
cowley county	Mining, quarrying, and oil and gas extraction	1692000
cowley county	Other services (except public administration)	8097000
cowley county	Professional, scientific, and technical services	6583000
cowley county	Real estate and rental and leasing	1669000
cowley county	Retail trade	36969000
cowley county	Transportation and warehousing	3614000
cowley county	Wholesale trade	8521000
cowlitz county	Accommodation and food services	67111000
cowlitz county	Administrative and support and waste management and remediation services	65748000
cowlitz county	Agriculture, forestry, fishing and hunting	71029000
cowlitz county	Arts, entertainment, and recreation	5032000
cowlitz county	Construction	228271000
cowlitz county	Educational services	8402000
cowlitz county	Finance and insurance	52226000
cowlitz county	Health care and social assistance	285175000
cowlitz county	Industries not classified	410000
cowlitz county	Information	13139000
cowlitz county	Management of companies and enterprises	7656000
cowlitz county	Manufacturing	501686000
cowlitz county	Mining, quarrying, and oil and gas extraction	12236000
cowlitz county	Other services (except public administration)	40303000
cowlitz county	Professional, scientific, and technical services	55697000
cowlitz county	Real estate and rental and leasing	20793000
cowlitz county	Retail trade	150947000
cowlitz county	Transportation and warehousing	55161000
cowlitz county	Utilities	8184000
cowlitz county	Wholesale trade	70436000
craig county	Accommodation and food services	666000
craig county	Accommodation and food services	5092000
craig county	Administrative and support and waste management and remediation services	199000
craig county	Administrative and support and waste management and remediation services	2746000
craig county	Agriculture, forestry, fishing and hunting	53000
craig county	Arts, entertainment, and recreation	362000
craig county	Construction	588000
craig county	Construction	4758000
craig county	Finance and insurance	1123000
craig county	Finance and insurance	9777000
craig county	Health care and social assistance	1447000
craig county	Health care and social assistance	43264000
craig county	Information	4406000
craig county	Manufacturing	4352000
craig county	Other services (except public administration)	664000
craig county	Other services (except public administration)	3849000
craig county	Professional, scientific, and technical services	440000
craig county	Professional, scientific, and technical services	2632000
craig county	Real estate and rental and leasing	296000
craig county	Retail trade	2004000
craig county	Retail trade	15332000
craig county	Transportation and warehousing	8897000
craig county	Utilities	24682000
craig county	Wholesale trade	876000
craig county	Wholesale trade	8529000
craighead county	Accommodation and food services	82556000
craighead county	Administrative and support and waste management and remediation services	99195000
craighead county	Agriculture, forestry, fishing and hunting	4211000
craighead county	Arts, entertainment, and recreation	7047000
craighead county	Construction	88387000
craighead county	Educational services	5466000
craighead county	Finance and insurance	78763000
craighead county	Health care and social assistance	571012000
craighead county	Information	34627000
craighead county	Management of companies and enterprises	36667000
craighead county	Manufacturing	341321000
craighead county	Other services (except public administration)	37932000
craighead county	Professional, scientific, and technical services	70566000
craighead county	Real estate and rental and leasing	20823000
craighead county	Retail trade	175542000
craighead county	Transportation and warehousing	90298000
craighead county	Utilities	7732000
craighead county	Wholesale trade	89010000
crane county	Accommodation and food services	910000
crane county	Construction	518000
crane county	Finance and insurance	1594000
crane county	Health care and social assistance	9520000
crane county	Mining, quarrying, and oil and gas extraction	39255000
crane county	Other services (except public administration)	625000
crane county	Professional, scientific, and technical services	745000
crane county	Real estate and rental and leasing	6849000
crane county	Retail trade	4020000
crane county	Transportation and warehousing	10959000
crane county	Wholesale trade	1850000
craven county	Accommodation and food services	62937000
craven county	Administrative and support and waste management and remediation services	48914000
craven county	Agriculture, forestry, fishing and hunting	5448000
craven county	Arts, entertainment, and recreation	7459000
craven county	Construction	57695000
craven county	Educational services	7603000
craven county	Finance and insurance	40405000
craven county	Health care and social assistance	366254000
craven county	Industries not classified	256000
craven county	Information	16105000
craven county	Management of companies and enterprises	6674000
craven county	Manufacturing	190187000
craven county	Mining, quarrying, and oil and gas extraction	2280000
craven county	Other services (except public administration)	32251000
craven county	Professional, scientific, and technical services	103096000
craven county	Real estate and rental and leasing	13770000
craven county	Retail trade	127892000
craven county	Transportation and warehousing	34537000
craven county	Utilities	10769000
craven county	Wholesale trade	37625000
crawford county	Accommodation and food services	437000
crawford county	Accommodation and food services	2648000
crawford county	Accommodation and food services	4099000
crawford county	Accommodation and food services	5441000
crawford county	Accommodation and food services	7855000
crawford county	Accommodation and food services	9500000
crawford county	Accommodation and food services	9677000
crawford county	Accommodation and food services	15253000
crawford county	Accommodation and food services	22999000
crawford county	Accommodation and food services	28872000
crawford county	Accommodation and food services	31311000
crawford county	Administrative and support and waste management and remediation services	412000
crawford county	Administrative and support and waste management and remediation services	842000
crawford county	Administrative and support and waste management and remediation services	955000
crawford county	Administrative and support and waste management and remediation services	1677000
crawford county	Administrative and support and waste management and remediation services	2787000
crawford county	Administrative and support and waste management and remediation services	3347000
crawford county	Administrative and support and waste management and remediation services	4818000
crawford county	Administrative and support and waste management and remediation services	7751000
crawford county	Administrative and support and waste management and remediation services	9816000
crawford county	Administrative and support and waste management and remediation services	17000000
crawford county	Administrative and support and waste management and remediation services	21474000
crawford county	Agriculture, forestry, fishing and hunting	125000
crawford county	Agriculture, forestry, fishing and hunting	173000
crawford county	Agriculture, forestry, fishing and hunting	257000
crawford county	Agriculture, forestry, fishing and hunting	506000
crawford county	Agriculture, forestry, fishing and hunting	2420000
crawford county	Agriculture, forestry, fishing and hunting	3784000
crawford county	Arts, entertainment, and recreation	357000
crawford county	Arts, entertainment, and recreation	520000
crawford county	Arts, entertainment, and recreation	551000
crawford county	Arts, entertainment, and recreation	684000
crawford county	Arts, entertainment, and recreation	817000
crawford county	Arts, entertainment, and recreation	836000
crawford county	Arts, entertainment, and recreation	1756000
crawford county	Arts, entertainment, and recreation	1848000
crawford county	Arts, entertainment, and recreation	5979000
crawford county	Construction	1461000
crawford county	Construction	3086000
crawford county	Construction	3408000
crawford county	Construction	4463000
crawford county	Construction	9520000
crawford county	Construction	16209000
crawford county	Construction	17835000
crawford county	Construction	29091000
crawford county	Construction	40769000
crawford county	Construction	43142000
crawford county	Construction	47106000
crawford county	Educational services	668000
crawford county	Educational services	1856000
crawford county	Educational services	2080000
crawford county	Educational services	4706000
crawford county	Educational services	14387000
crawford county	Educational services	36993000
crawford county	Finance and insurance	864000
crawford county	Finance and insurance	905000
crawford county	Finance and insurance	1997000
crawford county	Finance and insurance	6134000
crawford county	Finance and insurance	6725000
crawford county	Finance and insurance	10501000
crawford county	Finance and insurance	10848000
crawford county	Finance and insurance	13760000
crawford county	Finance and insurance	16730000
crawford county	Finance and insurance	27603000
crawford county	Finance and insurance	34524000
crawford county	Health care and social assistance	1367000
crawford county	Health care and social assistance	4239000
crawford county	Health care and social assistance	32842000
crawford county	Health care and social assistance	35285000
crawford county	Health care and social assistance	36407000
crawford county	Health care and social assistance	40680000
crawford county	Health care and social assistance	47309000
crawford county	Health care and social assistance	59927000
crawford county	Health care and social assistance	100346000
crawford county	Health care and social assistance	138951000
crawford county	Health care and social assistance	240953000
crawford county	Industries not classified	232000
crawford county	Information	549000
crawford county	Information	1603000
crawford county	Information	1609000
crawford county	Information	2076000
crawford county	Information	2128000
crawford county	Information	2472000
crawford county	Information	13732000
crawford county	Information	15439000
crawford county	Information	19108000
crawford county	Management of companies and enterprises	4179000
crawford county	Management of companies and enterprises	6471000
crawford county	Management of companies and enterprises	14324000
crawford county	Management of companies and enterprises	18683000
crawford county	Manufacturing	2423000
crawford county	Manufacturing	16418000
crawford county	Manufacturing	31287000
crawford county	Manufacturing	73296000
crawford county	Manufacturing	84914000
crawford county	Manufacturing	100319000
crawford county	Manufacturing	114745000
crawford county	Manufacturing	122951000
crawford county	Manufacturing	147869000
crawford county	Manufacturing	169483000
crawford county	Manufacturing	368335000
crawford county	Mining, quarrying, and oil and gas extraction	1024000
crawford county	Mining, quarrying, and oil and gas extraction	1952000
crawford county	Mining, quarrying, and oil and gas extraction	5246000
crawford county	Mining, quarrying, and oil and gas extraction	9997000
crawford county	Mining, quarrying, and oil and gas extraction	11740000
crawford county	Other services (except public administration)	935000
crawford county	Other services (except public administration)	2005000
crawford county	Other services (except public administration)	2211000
crawford county	Other services (except public administration)	3445000
crawford county	Other services (except public administration)	3774000
crawford county	Other services (except public administration)	4503000
crawford county	Other services (except public administration)	5767000
crawford county	Other services (except public administration)	10335000
crawford county	Other services (except public administration)	10679000
crawford county	Other services (except public administration)	13859000
crawford county	Other services (except public administration)	27623000
crawford county	Professional, scientific, and technical services	298000
crawford county	Professional, scientific, and technical services	3335000
crawford county	Professional, scientific, and technical services	3595000
crawford county	Professional, scientific, and technical services	4847000
crawford county	Professional, scientific, and technical services	6649000
crawford county	Professional, scientific, and technical services	9936000
crawford county	Professional, scientific, and technical services	12229000
crawford county	Professional, scientific, and technical services	13503000
crawford county	Professional, scientific, and technical services	13978000
crawford county	Professional, scientific, and technical services	40017000
crawford county	Real estate and rental and leasing	249000
crawford county	Real estate and rental and leasing	386000
crawford county	Real estate and rental and leasing	734000
crawford county	Real estate and rental and leasing	1051000
crawford county	Real estate and rental and leasing	1511000
crawford county	Real estate and rental and leasing	2364000
crawford county	Real estate and rental and leasing	2653000
crawford county	Real estate and rental and leasing	3147000
crawford county	Real estate and rental and leasing	6129000
crawford county	Real estate and rental and leasing	8145000
crawford county	Retail trade	2508000
crawford county	Retail trade	3471000
crawford county	Retail trade	15706000
crawford county	Retail trade	16071000
crawford county	Retail trade	18292000
crawford county	Retail trade	18507000
crawford county	Retail trade	25189000
crawford county	Retail trade	35761000
crawford county	Retail trade	41807000
crawford county	Retail trade	55741000
crawford county	Retail trade	88558000
crawford county	Transportation and warehousing	4105000
crawford county	Transportation and warehousing	4969000
crawford county	Transportation and warehousing	5648000
crawford county	Transportation and warehousing	6935000
crawford county	Transportation and warehousing	7469000
crawford county	Transportation and warehousing	7889000
crawford county	Transportation and warehousing	14730000
crawford county	Transportation and warehousing	15167000
crawford county	Transportation and warehousing	21451000
crawford county	Transportation and warehousing	32915000
crawford county	Utilities	1371000
crawford county	Utilities	4000000
crawford county	Utilities	7156000
crawford county	Utilities	9937000
crawford county	Wholesale trade	1645000
crawford county	Wholesale trade	2440000
crawford county	Wholesale trade	3857000
crawford county	Wholesale trade	7652000
crawford county	Wholesale trade	10254000
crawford county	Wholesale trade	12910000
crawford county	Wholesale trade	15730000
crawford county	Wholesale trade	15992000
crawford county	Wholesale trade	36866000
crawford county	Wholesale trade	47633000
creek county	Accommodation and food services	17772000
creek county	Administrative and support and waste management and remediation services	18945000
creek county	Arts, entertainment, and recreation	3287000
creek county	Construction	94767000
creek county	Educational services	1055000
creek county	Finance and insurance	20951000
creek county	Health care and social assistance	78762000
creek county	Information	6430000
creek county	Management of companies and enterprises	4562000
creek county	Manufacturing	281234000
creek county	Mining, quarrying, and oil and gas extraction	14975000
creek county	Other services (except public administration)	12874000
creek county	Professional, scientific, and technical services	24861000
creek county	Real estate and rental and leasing	3930000
creek county	Retail trade	47050000
creek county	Transportation and warehousing	50005000
creek county	Utilities	3872000
creek county	Wholesale trade	82595000
crenshaw county	Accommodation and food services	2282000
crenshaw county	Administrative and support and waste management and remediation services	1058000
crenshaw county	Agriculture, forestry, fishing and hunting	7215000
crenshaw county	Construction	4081000
crenshaw county	Finance and insurance	4833000
crenshaw county	Health care and social assistance	14772000
crenshaw county	Information	312000
crenshaw county	Manufacturing	44427000
crenshaw county	Other services (except public administration)	2027000
crenshaw county	Professional, scientific, and technical services	914000
crenshaw county	Real estate and rental and leasing	305000
crenshaw county	Retail trade	5751000
crenshaw county	Transportation and warehousing	5619000
crenshaw county	Wholesale trade	22466000
crisp county	Accommodation and food services	16932000
crisp county	Administrative and support and waste management and remediation services	8189000
crisp county	Agriculture, forestry, fishing and hunting	2066000
crisp county	Construction	5846000
crisp county	Finance and insurance	9465000
crisp county	Health care and social assistance	56439000
crisp county	Industries not classified	32000
crisp county	Information	1917000
crisp county	Manufacturing	70389000
crisp county	Other services (except public administration)	7285000
crisp county	Professional, scientific, and technical services	6585000
crisp county	Real estate and rental and leasing	5631000
crisp county	Retail trade	29337000
crisp county	Transportation and warehousing	9973000
crisp county	Wholesale trade	30429000
crittenden county	Accommodation and food services	2143000
crittenden county	Accommodation and food services	27978000
crittenden county	Administrative and support and waste management and remediation services	402000
crittenden county	Administrative and support and waste management and remediation services	18367000
crittenden county	Agriculture, forestry, fishing and hunting	243000
crittenden county	Arts, entertainment, and recreation	131000
crittenden county	Arts, entertainment, and recreation	17640000
crittenden county	Construction	1242000
crittenden county	Construction	14705000
crittenden county	Educational services	5863000
crittenden county	Finance and insurance	2578000
crittenden county	Finance and insurance	11762000
crittenden county	Health care and social assistance	8487000
crittenden county	Health care and social assistance	59631000
crittenden county	Information	2680000
crittenden county	Management of companies and enterprises	1554000
crittenden county	Manufacturing	16031000
crittenden county	Manufacturing	82479000
crittenden county	Other services (except public administration)	2013000
crittenden county	Other services (except public administration)	13981000
crittenden county	Professional, scientific, and technical services	987000
crittenden county	Professional, scientific, and technical services	7615000
crittenden county	Real estate and rental and leasing	312000
crittenden county	Real estate and rental and leasing	6207000
crittenden county	Retail trade	6013000
crittenden county	Retail trade	49799000
crittenden county	Transportation and warehousing	1337000
crittenden county	Transportation and warehousing	115062000
crittenden county	Utilities	2914000
crittenden county	Wholesale trade	5099000
crittenden county	Wholesale trade	48477000
crockett county	Accommodation and food services	1661000
crockett county	Accommodation and food services	3301000
crockett county	Administrative and support and waste management and remediation services	1871000
crockett county	Arts, entertainment, and recreation	130000
crockett county	Construction	3694000
crockett county	Construction	8293000
crockett county	Finance and insurance	1263000
crockett county	Finance and insurance	2368000
crockett county	Health care and social assistance	1542000
crockett county	Health care and social assistance	12478000
crockett county	Information	1336000
crockett county	Manufacturing	13837000
crockett county	Mining, quarrying, and oil and gas extraction	27051000
crockett county	Other services (except public administration)	589000
crockett county	Other services (except public administration)	1681000
crockett county	Professional, scientific, and technical services	742000
crockett county	Professional, scientific, and technical services	2172000
crockett county	Real estate and rental and leasing	124000
crockett county	Real estate and rental and leasing	605000
crockett county	Retail trade	4553000
crockett county	Retail trade	6585000
crockett county	Transportation and warehousing	2301000
crockett county	Transportation and warehousing	5941000
crockett county	Utilities	1080000
crockett county	Wholesale trade	11478000
crook county	Accommodation and food services	2783000
crook county	Accommodation and food services	10850000
crook county	Administrative and support and waste management and remediation services	355000
crook county	Administrative and support and waste management and remediation services	5532000
crook county	Agriculture, forestry, fishing and hunting	967000
crook county	Agriculture, forestry, fishing and hunting	2569000
crook county	Arts, entertainment, and recreation	752000
crook county	Arts, entertainment, and recreation	1591000
crook county	Construction	10373000
crook county	Construction	20913000
crook county	Educational services	1313000
crook county	Finance and insurance	2610000
crook county	Finance and insurance	4467000
crook county	Health care and social assistance	9210000
crook county	Health care and social assistance	28640000
crook county	Information	1395000
crook county	Manufacturing	10045000
crook county	Manufacturing	28864000
crook county	Mining, quarrying, and oil and gas extraction	805000
crook county	Mining, quarrying, and oil and gas extraction	19162000
crook county	Other services (except public administration)	1165000
crook county	Other services (except public administration)	5970000
crook county	Professional, scientific, and technical services	1508000
crook county	Professional, scientific, and technical services	5526000
crook county	Real estate and rental and leasing	250000
crook county	Real estate and rental and leasing	2179000
crook county	Retail trade	5647000
crook county	Retail trade	18169000
crook county	Transportation and warehousing	3892000
crook county	Transportation and warehousing	34222000
crook county	Utilities	378000
crook county	Wholesale trade	2332000
crook county	Wholesale trade	8389000
crosby county	Accommodation and food services	487000
crosby county	Construction	1318000
crosby county	Finance and insurance	801000
crosby county	Health care and social assistance	4903000
crosby county	Manufacturing	627000
crosby county	Other services (except public administration)	522000
crosby county	Professional, scientific, and technical services	362000
crosby county	Retail trade	3079000
crosby county	Transportation and warehousing	545000
crosby county	Wholesale trade	7709000
cross county	Accommodation and food services	3986000
cross county	Administrative and support and waste management and remediation services	3591000
cross county	Agriculture, forestry, fishing and hunting	1766000
cross county	Arts, entertainment, and recreation	220000
cross county	Construction	2573000
cross county	Finance and insurance	7821000
cross county	Health care and social assistance	27051000
cross county	Information	1311000
cross county	Management of companies and enterprises	6316000
cross county	Manufacturing	17661000
cross county	Other services (except public administration)	4306000
cross county	Professional, scientific, and technical services	3038000
cross county	Real estate and rental and leasing	1950000
cross county	Retail trade	20332000
cross county	Transportation and warehousing	2420000
cross county	Wholesale trade	13968000
crow wing county	Accommodation and food services	73880000
crow wing county	Administrative and support and waste management and remediation services	21592000
crow wing county	Agriculture, forestry, fishing and hunting	524000
crow wing county	Arts, entertainment, and recreation	6168000
crow wing county	Construction	126865000
crow wing county	Educational services	13025000
crow wing county	Finance and insurance	74779000
crow wing county	Health care and social assistance	286531000
crow wing county	Information	25867000
crow wing county	Management of companies and enterprises	25967000
crow wing county	Manufacturing	124824000
crow wing county	Other services (except public administration)	29029000
crow wing county	Professional, scientific, and technical services	64483000
crow wing county	Real estate and rental and leasing	10748000
crow wing county	Retail trade	147802000
crow wing county	Transportation and warehousing	19542000
crow wing county	Utilities	10945000
crow wing county	Wholesale trade	28308000
crowley county	Finance and insurance	940000
crowley county	Health care and social assistance	2738000
crowley county	Other services (except public administration)	270000
crowley county	Real estate and rental and leasing	57000
crowley county	Retail trade	2467000
crowley county	Utilities	570000
culberson county	Accommodation and food services	3422000
culberson county	Health care and social assistance	4004000
culberson county	Other services (except public administration)	431000
culberson county	Retail trade	3966000
culberson county	Transportation and warehousing	577000
cullman county	Accommodation and food services	48302000
cullman county	Administrative and support and waste management and remediation services	31572000
cullman county	Agriculture, forestry, fishing and hunting	3378000
cullman county	Arts, entertainment, and recreation	2774000
cullman county	Construction	52981000
cullman county	Educational services	2169000
cullman county	Finance and insurance	47574000
cullman county	Health care and social assistance	167077000
cullman county	Information	11702000
cullman county	Management of companies and enterprises	31811000
cullman county	Manufacturing	248423000
cullman county	Other services (except public administration)	35234000
cullman county	Professional, scientific, and technical services	17308000
cullman county	Real estate and rental and leasing	6567000
cullman county	Retail trade	111633000
cullman county	Transportation and warehousing	86132000
cullman county	Utilities	10278000
cullman county	Wholesale trade	67771000
